disease_name,disease_counts
Respirovirus Infections,4
Paranasal Sinus Diseases,15
Paranasal Sinus Neoplasms,8
Paraneoplastic Syndromes,4
Paraphimosis,0
Paraplegia,5
Paraproteinemias,429
Parapsoriasis,0
Parasitic Diseases,191
"Parasitic Diseases, Animal",6
Parathyroid Diseases,21
Parathyroid Neoplasms,6
Paratuberculosis,0
Paratyphoid Fever,0
Paresis,9
Paresthesia,0
Parkinson Disease,160
"Parkinson Disease, Postencephalitic",1
"Parkinson Disease, Secondary",25
Paronychia,0
Parotid Diseases,7
Parotid Neoplasms,6
Parotitis,1
Parovarian Cyst,0
Parturient Paresis,0
Parvoviridae Infections,7
Pasteurella Infections,2
Pathologic Processes,0
Lice Infestations,0
Pelger-Huet Anomaly,2
Peliosis Hepatis,0
Pellagra,0
Pelvic Neoplasms,2
"Pemphigoid, Benign Mucous Membrane",3
"Pemphigoid, Bullous",1
Pemphigus,3
Penile Diseases,14
Penile Induration,6
Penile Neoplasms,6
Peptic Ulcer,5
Peptic Ulcer Hemorrhage,0
Peptic Ulcer Perforation,0
Perceptual Disorders,23
Periapical Abscess,0
Periapical Diseases,2
Periapical Granuloma,0
Periapical Periodontitis,2
Polyarteritis Nodosa,1
Periarthritis,0
Pericardial Effusion,0
Pericarditis,0
"Pericarditis, Constrictive",0
"Pericarditis, Tuberculous",0
Pericoronitis,0
Perinephritis,0
Familial Mediterranean Fever,5
Periodontal Abscess,0
Periodontal Cyst,3
Periodontal Diseases,96
Periodontal Pocket,3
Periodontitis,51
Aggressive Periodontitis,12
Periostitis,0
Peripheral Nervous System Diseases,215
Peripheral Nervous System Neoplasms,64
Peritoneal Diseases,36
Peritoneal Neoplasms,21
Peritonitis,9
Persistent Fetal Circulation Syndrome,8
Peutz-Jeghers Syndrome,1
Phagocyte Bactericidal Dysfunction,17
Phantom Limb,0
Pharyngeal Diseases,105
Pharyngeal Neoplasms,96
Pharyngitis,13
Phencyclidine Abuse,2
Phenylketonurias,25
Pheochromocytoma,30
Phimosis,0
Phlebitis,0
Phosphorus Metabolism Disorders,12
Photosensitivity Disorders,16
Pica,0
Obesity Hypoventilation Syndrome,1
Picornaviridae Infections,70
Piedra,0
Pierre Robin Syndrome,1
Pigmentation Disorders,66
Pilonidal Sinus,0
Pinealoma,4
Pinta,0
Pituitary Apoplexy,0
Pituitary Diseases,60
Pituitary Neoplasms,37
Pityriasis,0
Pityriasis Rubra Pilaris,0
Placenta Accreta,1
Placenta Diseases,45
Placenta Previa,1
Placental Insufficiency,6
Plague,0
Plant Poisoning,1
Plasmacytoma,20
Platelet Storage Pool Deficiency,7
Platybasia,0
Pleural Diseases,28
Pleural Effusion,8
Pleural Neoplasms,22
Pleurisy,1
"Pleurodynia, Epidemic",3
Pleuropneumonia,0
"Pleuropneumonia, Contagious",0
Plummer-Vinson Syndrome,0
Pneumatosis Cystoides Intestinalis,0
Pneumocephalus,2
Pneumococcal Infections,12
Pneumoconiosis,18
Pneumonia,93
"Pneumonia, Aspiration",16
"Pneumonia, Atypical Interstitial, of Cattle",0
"Pneumonia, Lipid",10
"Pneumonia, Pneumococcal",1
"Pneumonia, Mycoplasma",1
"Pneumonia, Pneumocystis",0
"Pneumonia, Progressive Interstitial, of Sheep",0
"Pneumonia, Rickettsial",0
"Pneumonia, Staphylococcal",3
"Pneumonia, Viral",4
Pneumopericardium,0
Pneumoperitoneum,1
Pneumothorax,0
Rothmund-Thomson Syndrome,1
"Dermatitis, Toxicodendron",0
Poisoning,158
Poland Syndrome,0
Poliomyelitis,0
"Poliomyelitis, Bulbar",0
"Polychondritis, Relapsing",0
Polycystic Ovary Syndrome,35
Polycythemia,11
Polycythemia Vera,23
Polymyalgia Rheumatica,2
Polyneuropathies,58
Polyploidy,0
Adenomatous Polyposis Coli,107
Polyps,0
Polyradiculopathy,2
Polyradiculoneuropathy,15
Polyuria,0
"Eczema, Dyshidrotic",0
Popliteal Cyst,1
Porphyrias,22
Postgastrectomy Syndromes,0
Postmortem Changes,0
Postoperative Complications,0
Postpericardiotomy Syndrome,0
Postphlebitic Syndrome,0
Potassium Deficiency,0
Poultry Diseases,1
Poxviridae Infections,25
Prader-Willi Syndrome,15
Pre-Eclampsia,74
Pre-Excitation Syndromes,5
"Pre-Excitation, Mahaim-Type",0
Precancerous Conditions,199
Prediabetic State,6
Pregnancy Complications,284
"Pregnancy Complications, Cardiovascular",11
"Pregnancy Complications, Hematologic",0
"Pregnancy Complications, Infectious",5
"Pregnancy Complications, Neoplastic",19
Pregnancy in Diabetics,10
"Pregnancy, Abdominal",0
"Pregnancy, Ectopic",3
"Pregnancy, Prolonged",1
"Pregnancy, Tubal",1
Preleukemia,6
Premenstrual Syndrome,0
Prenatal Exposure Delayed Effects,25
Presbycusis,0
Presbyopia,0
Priapism,0
Proctitis,1
Proctocolitis,0
Progeria,33
Prognathism,0
Prolapse,0
Prostatic Diseases,1405
Prostatic Hyperplasia,43
Prostatic Neoplasms,1398
Prostatitis,2
Prosthesis Failure,0
Protein Deficiency,19
Protein-Energy Malnutrition,0
Protein-Losing Enteropathies,0
Proteinuria,43
Proteus Infections,0
Protozoan Infections,107
"Protozoan Infections, Animal",6
Prune Belly Syndrome,0
Prurigo,0
Pruritus,1
Pruritus Ani,1
Pruritus Vulvae,0
Pseudarthrosis,1
Pseudohypoaldosteronism,0
Pseudohypoparathyroidism,0
Pseudomonas Infections,23
Pseudomyxoma Peritonei,0
Pseudopseudohypoparathyroidism,0
Pseudorabies,0
Pseudotumor Cerebri,1
Pseudoxanthoma Elasticum,1
Psoriasis,163
Psychomotor Agitation,0
Psychomotor Disorders,7
Psychophysiologic Disorders,0
"Psychoses, Alcoholic",0
"Psychoses, Substance-Induced",1
Pterygium,4
"Puberty, Delayed",1
"Puberty, Precocious",2
Puerperal Disorders,8
Puerperal Infection,0
"Pulmonary Adenomatosis, Ovine",0
Pulmonary Alveolar Proteinosis,0
Pulmonary Edema,4
Pulmonary Embolism,7
Pulmonary Emphysema,14
Pulmonary Eosinophilia,0
Pulmonary Fibrosis,107
Pulmonary Heart Disease,0
Pulmonary Subvalvular Stenosis,0
Pulmonary Valve Insufficiency,0
Pulmonary Valve Stenosis,1
Pulmonary Veno-Occlusive Disease,0
Pulpitis,2
Pupil Disorders,5
"Purine-Pyrimidine Metabolism, Inborn Errors",4
Purpura,24
"Purpura, Hyperglobulinemic",0
"Purpura, Schoenlein-Henoch",9
"Purpura, Thrombocytopenic",15
"Purpura, Thrombotic Thrombocytopenic",4
Pyelitis,4
Pyelonephritis,4
"Pyelonephritis, Xanthogranulomatous",0
Pyloric Stenosis,0
Pyoderma,1
Pyuria,0
Q Fever,10
Quadriplegia,3
Rabies,0
Radiation Injuries,37
"Radiation Injuries, Experimental",4
Radicular Cyst,0
Radiculopathy,8
Radiodermatitis,2
Radius Fractures,0
Ranula,0
Rat-Bite Fever,1
Raynaud Disease,3
Hyperacusis,9
Rectal Diseases,1090
Rectal Fistula,0
Rectal Neoplasms,56
Rectal Prolapse,0
Rectovaginal Fistula,0
Recurrence,0
"Red-Cell Aplasia, Pure",32
Reflex Sympathetic Dystrophy,0
"Reflex, Abnormal",16
Refractive Errors,9
Refsum Disease,1
Relapsing Fever,0
"Remission, Spontaneous",0
Renal Artery Obstruction,1
Chronic Kidney Disease-Mineral and Bone Disorder,1
Reoviridae Infections,6
Cumulative Trauma Disorders,4
Respiration Disorders,77
"Respiratory Distress Syndrome, Newborn",1
"Respiratory Distress Syndrome, Adult",21
Respiratory Hypersensitivity,197
Respiratory Insufficiency,34
Respiratory Paralysis,0
Respiratory Sounds,0
Respiratory Tract Diseases,2417
Respiratory Tract Infections,420
Respiratory Tract Neoplasms,1321
Restless Legs Syndrome,0
Retinal Degeneration,77
Retinal Detachment,4
Retinal Diseases,269
Retinal Hemorrhage,0
Retinal Perforations,4
Retinal Vein Occlusion,5
Retinitis,1
Retinitis Pigmentosa,33
Retinoblastoma,120
Retinopathy of Prematurity,1
Retrocochlear Diseases,35
Retrograde Degeneration,0
Retroperitoneal Fibrosis,0
Retroperitoneal Neoplasms,0
Retropneumoperitoneum,0
Retroviridae Infections,456
Reye Syndrome,0
Rhabdomyolysis,0
Rhabdomyoma,0
Rhabdomyosarcoma,83
Rheumatic Fever,5
Rheumatic Heart Disease,2
Rheumatic Nodule,0
Rheumatic Diseases,418
Rheumatoid Nodule,0
Rhinitis,34
"Rhinitis, Allergic, Perennial",4
"Rhinitis, Atrophic",0
"Rhinitis, Vasomotor",0
Rhinophyma,0
Rhinoscleroma,0
Rhinosporidiosis,0
Rib Fractures,0
Riboflavin Deficiency,2
Rickets,4
Rickettsia Infections,2
Rickettsiaceae Infections,5
Rift Valley Fever,1
Rigor Mortis,0
Rinderpest,0
RNA Virus Infections,1182
Rocky Mountain Spotted Fever,0
Rodent Diseases,25
Root Resorption,0
Rosacea,1
Rotavirus Infections,5
Rubella,1
"Rubella Syndrome, Congenital",0
Rubinstein-Taybi Syndrome,0
Rupture,7
"Rupture, Spontaneous",0
Salivary Duct Calculi,0
Salivary Gland Diseases,53
Salivary Gland Fistula,0
Salivary Gland Neoplasms,15
Salmonella Food Poisoning,0
Salmonella Infections,30
"Salmonella Infections, Animal",1
Salpingitis,0
Sandhoff Disease,4
Sarcoidosis,35
Sarcoma,1024
Sarcoma 180,0
Sarcoma 37,0
"Sarcoma, Ewing",364
"Sarcoma, Experimental",0
"Sarcoma, Kaposi",64
Mast-Cell Sarcoma,0
Osteosarcoma,576
"Sarcoma, Yoshida",0
Sarcocystosis,0
Scabies,1
Scalp Dermatoses,0
Scarlet Fever,0
Scheuermann Disease,0
Schistosomiasis,4
Schistosomiasis haematobia,0
Schistosomiasis japonica,1
Schistosomiasis mansoni,2
Sciatica,0
Scimitar Syndrome,0
Scleredema Adultorum,0
Sclerema Neonatorum,0
"Scleroderma, Localized",5
"Scleroderma, Systemic",106
Sclerosis,0
Scoliosis,4
Scotoma,0
Scrapie,0
Screw Worm Infection,0
Scrub Typhus,3
Scurvy,0
Sea-Blue Histiocyte Syndrome,0
Sebaceous Gland Diseases,17
Sebaceous Gland Neoplasms,0
"Dermatitis, Seborrheic",1
Seizures,22
Self Mutilation,7
Sensation Disorders,94
Serositis,0
Sertoli Cell Tumor,0
Serum Sickness,2
Setariasis,0
Sex Chromosome Aberrations,0
Disorders of Sex Development,243
"Sexual Dysfunction, Physiological",0
Sexually Transmitted Diseases,428
Sezary Syndrome,20
Sheep Diseases,3
"Pasteurellosis, Pneumonic",0
Shock,0
"Shock, Cardiogenic",0
"Shock, Hemorrhagic",0
"Shock, Septic",22
"Shock, Surgical",0
"Shock, Traumatic",0
Short Bowel Syndrome,0
Short Rib-Polydactyly Syndrome,0
Shoulder Dislocation,0
Shoulder Fractures,0
Shwartzman Phenomenon,0
Shy-Drager Syndrome,0
Sialadenitis,2
"Sialometaplasia, Necrotizing",0
Sialorrhea,0
Sick Sinus Syndrome,5
Sickle Cell Trait,0
Siderosis,0
Sigmoid Diseases,1
Sigmoid Neoplasms,1
Signs and Symptoms,0
"Signs and Symptoms, Digestive",0
"Signs and Symptoms, Respiratory",0
Silicosis,7
Silicotuberculosis,0
Silo Filler's Disease,0
Sinoatrial Block,0
"Sinus Thrombosis, Intracranial",1
Sinusitis,7
Situs Inversus,1
Sjogren's Syndrome,29
Skin Abnormalities,155
Skin Diseases,4978
"Skin Diseases, Vesiculobullous",184
"Skin Diseases, Genetic",331
"Skin Diseases, Infectious",76
"Skin Diseases, Metabolic",11
"Skin Diseases, Parasitic",19
Skin Manifestations,0
Skin Neoplasms,300
Skin Ulcer,20
Skull Fractures,0
Skull Neoplasms,9
Sleep Apnea Syndromes,6
Sleep Deprivation,14
Sleep Wake Disorders,174
Slow Virus Diseases,80
Smallpox,2
Snake Bites,0
Sneezing,0
Snoring,0
Soft Tissue Neoplasms,45
Somatostatinoma,0
Somnambulism,0
Sparganosis,0
Spasm,0
"Spasms, Infantile",1
Speech Disorders,47
Spermatic Cord Torsion,0
Spermatocele,0
"Spherocytosis, Hereditary",0
Sphingolipidoses,43
Spinal Cord Compression,0
Spinal Cord Diseases,251
Spinal Cord Injuries,12
Spinal Cord Neoplasms,1
Spinal Curvatures,4
Spinal Diseases,97
Spinal Injuries,0
Spinal Neoplasms,6
Spinal Osteophytosis,0
Spinal Stenosis,0
Spinocerebellar Degenerations,76
Spirochaetales Infections,28
Splenic Diseases,20
Splenic Infarction,0
Splenic Neoplasms,17
Splenic Rupture,0
Splenomegaly,0
Spondylitis,49
"Spondylitis, Ankylosing",14
Spondylolisthesis,1
Spondylolysis,1
Sporotrichosis,0
Sprains and Strains,18
"Sprue, Tropical",0
Staphylococcal Food Poisoning,0
Staphylococcal Infections,18
Staphylococcal Scalded Skin Syndrome,0
Staphylococcal Skin Infections,0
Starvation,1
Status Asthmaticus,13
Status Epilepticus,6
Steatitis,0
Stevens-Johnson Syndrome,3
Gastric Dilatation,0
Stomach Diseases,417
"Diverticulum, Stomach",0
Stomach Neoplasms,385
Stomach Rupture,0
Stomach Ulcer,2
Stomach Volvulus,0
Stomatitis,23
"Stomatitis, Aphthous",1
"Stomatitis, Denture",0
"Stomatitis, Herpetic",0
Strabismus,1
Streptococcal Infections,21
"Strongyle Infections, Equine",0
Strongyloidiasis,0
Struma Ovarii,0
Sturge-Weber Syndrome,0
Stuttering,0
Subacute Sclerosing Panencephalitis,3
Subarachnoid Hemorrhage,11
Subclavian Steal Syndrome,0
Subcutaneous Emphysema,0
Subdural Effusion,0
"Empyema, Subdural",0
Sublingual Gland Neoplasms,0
Submandibular Gland Diseases,0
Submandibular Gland Neoplasms,0
Subphrenic Abscess,0
Substance Withdrawal Syndrome,0
Sudden Infant Death,0
Sulfhemoglobinemia,0
Sunburn,2
Sunstroke,0
Superior Mesenteric Artery Syndrome,0
Superior Vena Cava Syndrome,1
Suppuration,9
"Supranuclear Palsy, Progressive",7
Surgical Wound Dehiscence,0
Surgical Wound Infection,0
Swayback,0
Sweat Gland Diseases,7
Sweat Gland Neoplasms,0
"Sweating, Gustatory",0
Swine Diseases,1
Swine Erysipelas,0
Swine Vesicular Disease,0
"Pathological Conditions, Signs and Symptoms",0
Syncope,0
Syndactyly,14
Syndrome,0
Synostosis,19
Synovial Cyst,1
"Sarcoma, Synovial",37
Synovitis,5
"Synovitis, Pigmented Villonodular",2
Syphilis,1
"Syphilis, Cardiovascular",0
"Syphilis, Congenital",0
"Syphilis, Cutaneous",0
"Syphilis, Latent",0
Syringomyelia,0
Tabes Dorsalis,0
Tachycardia,8
"Tachycardia, Atrioventricular Nodal Reentry",0
"Tachycardia, Ectopic Atrial",0
"Tachycardia, Ectopic Junctional",0
"Tachycardia, Paroxysmal",0
"Tachycardia, Sinoatrial Nodal Reentry",3
"Tachycardia, Sinus",0
"Tachycardia, Supraventricular",0
Taeniasis,0
Takayasu Arteritis,3
Tangier Disease,2
Tarsal Tunnel Syndrome,0
Taste Disorders,19
Tay-Sachs Disease,2
"Telangiectasia, Hereditary Hemorrhagic",3
Telangiectasis,72
Giant Cell Arteritis,1
Temporomandibular Joint Disorders,1
Temporomandibular Joint Dysfunction Syndrome,0
Tendon Injuries,1
Tennis Elbow,0
Tenosynovitis,1
Teratoma,100
Testicular Diseases,55
Androgen-Insensitivity Syndrome,183
Testicular Neoplasms,54
Tetanus,2
Tetany,0
Tetralogy of Fallot,19
Thalamic Diseases,0
Thalassemia,21
Thanatophoric Dysplasia,0
Thecoma,0
Theileriasis,1
Thiamine Deficiency,2
Thinness,0
Thoracic Diseases,13
Thoracic Injuries,13
Thoracic Neoplasms,1331
Thoracic Outlet Syndrome,1
Thrombasthenia,1
Thromboangiitis Obliterans,1
"Thrombocythemia, Essential",24
Thrombocytopenia,49
Thrombocytosis,25
Thromboembolism,12
Thrombophlebitis,0
Thrombosis,31
Thymoma,7
Thymus Hyperplasia,0
Thymus Neoplasms,11
Thyroglossal Cyst,0
Thyroid Crisis,1
Thyroid Diseases,169
Thyroid Neoplasms,98
Thyroiditis,47
"Thyroiditis, Autoimmune",31
"Thyroiditis, Subacute",1
"Thyroiditis, Suppurative",0
Thyrotoxicosis,1
Tibial Fractures,0
Tic Disorders,5
Tick Infestations,0
Tick Paralysis,0
Tick Toxicoses,0
Tietze's Syndrome,0
Tinea,0
Tinea Capitis,0
Tinea Favosa,0
Tinea Pedis,0
Onychomycosis,0
Tinea Versicolor,0
Tinnitus,0
Tobacco Use Disorder,6
Togaviridae Infections,13
Tongue Diseases,26
Tongue Neoplasms,23
"Tongue, Fissured",0
"Tongue, Hairy",0
Tonsillar Neoplasms,3
Tonsillitis,2
Tooth Abnormalities,6
Tooth Abrasion,0
Tooth Discoloration,0
Tooth Diseases,111
Tooth Erosion,5
"Tooth Eruption, Ectopic",0
Tooth Fractures,13
Tooth Avulsion,0
Tooth Migration,5
Tooth Mobility,0
Tooth Resorption,0
"Tooth, Impacted",16
"Tooth, Supernumerary",0
Toothache,0
Torsion Abnormality,0
Torticollis,1
Toxemia,18
Toxocariasis,0
Toxoplasmosis,17
"Toxoplasmosis, Animal",1
"Toxoplasmosis, Congenital",5
"Toxoplasmosis, Ocular",0
Tracheal Diseases,3
Tracheal Neoplasms,0
Tracheal Stenosis,0
Tracheitis,0
Tracheobronchomegaly,0
Tracheoesophageal Fistula,1
Trachoma,8
"Translocation, Genetic",0
Transposition of Great Vessels,3
Trematode Infections,8
Tremor,6
Trench Fever,0
Treponemal Infections,1
Trichinellosis,0
Trichomonas Infections,0
Trichomonas Vaginitis,0
Trichostrongyloidiasis,0
Trichostrongylosis,0
Trichuriasis,4
Tricuspid Valve Insufficiency,8
Tricuspid Valve Prolapse,0
Tricuspid Valve Stenosis,0
Trigeminal Neuralgia,0
Trilogy of Fallot,0
Trismus,0
Trisomy,0
Trombiculiasis,0
Trophoblastic Neoplasms,17
"Truncus Arteriosus, Persistent",0
Trypanosomiasis,9
"Trypanosomiasis, African",0
"Trypanosomiasis, Bovine",0
Chagas Disease,8
Tuberculoma,0
Tuberculosis,270
"Tuberculosis, Avian",0
"Tuberculosis, Bovine",0
"Tuberculosis, Cardiovascular",0
"Tuberculosis, Cutaneous",0
"Tuberculosis, Endocrine",0
"Tuberculosis, Female Genital",0
"Tuberculosis, Gastrointestinal",0
"Tuberculosis, Hepatic",0
"Tuberculosis, Laryngeal",0
"Tuberculosis, Lymph Node",80
"Tuberculosis, Male Genital",0
"Tuberculosis, Meningeal",86
"Tuberculosis, Miliary",0
"Tuberculosis, Ocular",0
"Tuberculosis, Oral",0
"Tuberculosis, Osteoarticular",0
"Peritonitis, Tuberculous",0
"Tuberculosis, Pleural",0
"Tuberculosis, Pulmonary",52
"Tuberculosis, Renal",0
"Tuberculosis, Spinal",0
"Tuberculosis, Splenic",0
"Tuberculosis, Urogenital",0
Tuberous Sclerosis,15
Tularemia,1
Tumor Virus Infections,551
Turner Syndrome,8
"Twins, Conjoined",0
Typhoid Fever,9
"Typhus, Endemic Flea-Borne",0
"Typhus, Epidemic Louse-Borne",1
Ulcer,0
Ulna Fractures,0
Unconsciousness,10
Urachal Cyst,0
Uremia,14
Ureteral Calculi,0
Ureteral Diseases,2
Ureteral Neoplasms,0
Ureteral Obstruction,2
Ureterocele,0
Urethral Diseases,5
Urethral Neoplasms,5
Urethral Obstruction,0
Urethral Stricture,0
Urethritis,0
Urinary Calculi,3
Urinary Fistula,0
Urinary Incontinence,1
"Urinary Incontinence, Stress",1
Urinary Tract Infections,7
Urination Disorders,47
Urogenital Abnormalities,248
Urogenital Neoplasms,3041
Urologic Diseases,1128
Urologic Neoplasms,649
Urticaria,23
Urticaria Pigmentosa,0
Uterine Diseases,371
Uterine Hemorrhage,7
Uterine Inertia,0
Uterine Neoplasms,319
Uterine Perforation,0
Uterine Prolapse,3
Uterine Rupture,0
Uveal Diseases,93
Uveal Neoplasms,24
Uveitis,54
"Uveitis, Anterior",39
Uveomeningoencephalitic Syndrome,0
Uveoparotid Fever,0
Vaccinia,16
Vaginal Diseases,4
Vaginal Fistula,0
Vaginal Neoplasms,0
Vaginitis,4
Varicocele,0
Varicose Ulcer,5
Varicose Veins,9
Vascular Diseases,1518
Vascular Headaches,0
Vasculitis,214
Velopharyngeal Insufficiency,0
"Venereal Tumors, Veterinary",0
Venous Insufficiency,2
Ventricular Fibrillation,0
Ventricular Outflow Obstruction,15
Vertebrobasilar Insufficiency,0
Vertigo,36
Vesico-Ureteral Reflux,2
Vesicovaginal Fistula,0
Vesicular Exanthema of Swine,0
Vibrio Infections,3
Viremia,35
Virilism,0
Virus Diseases,2098
Visceral Prolapse,0
Vision Disorders,29
Vitamin A Deficiency,0
Vitamin B Deficiency,7
Vitamin B 12 Deficiency,0
Vitamin D Deficiency,14
Vitamin E Deficiency,0
Vitamin K Deficiency,2
Vitiligo,9
Vitreous Hemorrhage,1
Vocal Cord Paralysis,0
Voice Disorders,2
Vomiting,0
"Vomiting, Anticipatory",0
von Willebrand Diseases,7
Vulvar Diseases,10
Vulvar Neoplasms,9
Vulvitis,0
Vulvovaginitis,0
Waardenburg Syndrome,0
Lateral Medullary Syndrome,0
Wallerian Degeneration,0
Warts,25
Water Intoxication,0
Water-Electrolyte Imbalance,10
Waterhouse-Friderichsen Syndrome,0
Granulomatosis with Polyangiitis,7
Weil Disease,0
Spinal Muscular Atrophies of Childhood,17
Werner Syndrome,14
Wernicke Encephalopathy,1
West Nile Fever,16
Whiplash Injuries,0
White Muscle Disease,0
Whooping Cough,1
Wiskott-Aldrich Syndrome,5
Wissler's Syndrome,0
Wolff-Parkinson-White Syndrome,0
Wolfram Syndrome,1
Wound Infection,1
Wounds and Injuries,308
"Wounds, Gunshot",0
"Wounds, Nonpenetrating",7
"Wounds, Penetrating",0
"Wounds, Stab",0
Wrist Injuries,0
"Xanthogranuloma, Juvenile",0
Xanthomatosis,4
Xeroderma Pigmentosum,13
Xerophthalmia,0
Xerostomia,30
XYY Karyotype,0
Yaws,0
Yellow Fever,14
Yersinia Infections,2
Yersinia pseudotuberculosis Infections,2
Zollinger-Ellison Syndrome,0
Zoonoses,1
Zygomatic Fractures,0
"Dementia, Vascular",6
Esophageal Motility Disorders,20
"Esophageal Spasm, Diffuse",0
Hydrops Fetalis,3
"Dementia, Multi-Infarct",3
Superinfection,4
Lightning Injuries,0
Supratentorial Neoplasms,37
Epidural Neoplasms,0
Prolactinoma,12
Colorectal Neoplasms,1540
Infratentorial Neoplasms,101
"Osteoarthritis, Hip",5
Smoke Inhalation Injury,1
"Cholangitis, Sclerosing",1
"Arthritis, Gouty",0
Zellweger Syndrome,6
Inflammatory Bowel Diseases,244
Cholesterol Ester Storage Disease,0
"Hyperostosis, Sternocostoclavicular",0
Wolman Disease,0
Hypertriglyceridemia,4
"Sexually Transmitted Diseases, Viral",404
"Sexually Transmitted Diseases, Bacterial",25
"Carcinoma, Merkel Cell",21
Churg-Strauss Syndrome,0
Mycobacterium avium-intracellulare Infection,4
Tumor Lysis Syndrome,721
Discitis,0
"Fructose Metabolism, Inborn Errors",1
"Fructose-1,6-Diphosphatase Deficiency",0
"Pyruvate Metabolism, Inborn Errors",51
Pyruvate Carboxylase Deficiency Disease,29
Pyruvate Dehydrogenase Complex Deficiency Disease,1
Dry Eye Syndromes,34
"Vision, Low",1
"Glaucoma, Neovascular",0
Retinal Artery Occlusion,0
Child Nutrition Disorders,1
Gastrinoma,2
Hereditary Sensory and Motor Neuropathy,27
"Optic Atrophies, Hereditary",3
"Spastic Paraplegia, Hereditary",3
Scleral Diseases,2
Scleritis,0
Reperfusion Injury,24
Myocardial Reperfusion Injury,8
Weight Gain,0
Weight Loss,0
"Glomerulonephritis, Membranoproliferative",6
"Glomerulonephritis, Membranous",14
Panniculitis,2
"Panniculitis, Lupus Erythematosus",0
"Panniculitis, Peritoneal",0
"Leprosy, Borderline",0
"Leprosy, Lepromatous",5
"Leprosy, Tuberculoid",14
"Leukemia, B-Cell",262
"Leukemia, Lymphocytic, Chronic, B-Cell",238
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,94
"Leukemia, Biphenotypic, Acute",86
"Leukemia, T-Cell",195
"Leukemia-Lymphoma, Adult T-Cell",69
"Leukemia, Prolymphocytic, T-Cell",10
"Leukemia, Prolymphocytic",10
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",131
"Leukemia, Myeloid, Accelerated Phase",1
"Leukemia, Myeloid, Chronic-Phase",13
"Leukemia, Neutrophilic, Chronic",0
"Leukemia, Myeloid, Acute",890
"Leukemia, Basophilic, Acute",1
"Leukemia, Eosinophilic, Acute",0
"Leukemia, Promyelocytic, Acute",81
"Leukemia, Myelomonocytic, Chronic",11
"Leukemia, Myelomonocytic, Acute",3
HTLV-I Infections,25
HTLV-II Infections,0
"Paraparesis, Tropical Spastic",17
Salivary Gland Calculi,0
"Renal Tubular Transport, Inborn Errors",123
Nasal Obstruction,0
Goat Diseases,0
Rett Syndrome,20
Ethmoid Sinusitis,0
Frontal Sinusitis,0
Maxillary Sinusitis,0
Sphenoid Sinusitis,0
AIDS Dementia Complex,6
Choledochal Cyst,0
"Arthritis, Psoriatic",33
Hyperostosis,2
Retinal Drusen,0
Optic Disk Drusen,0
"Pregnancy Complications, Parasitic",0
Cowpox,3
Histiocytosis,39
"Cystic Adenomatoid Malformation of Lung, Congenital",1
"Histiocytosis, Non-Langerhans-Cell",10
"Histiocytosis, Sinus",0
Respiratory System Abnormalities,2
"Histiocytic Disorders, Malignant",26
Lambert-Eaton Myasthenic Syndrome,0
Mycotoxicosis,0
HIV Infections,399
"Osteoporosis, Postmenopausal",2
"Fatigue Syndrome, Chronic",23
"Mammary Neoplasms, Animal",83
Near Drowning,0
Corneal Edema,0
"Granuloma, Foreign-Body",0
Abdominal Pain,0
"Granuloma, Respiratory Tract",0
"Fractures, Stress",0
"Keratoderma, Palmoplantar, Diffuse",0
Aniridia,3
"Eye Diseases, Hereditary",270
Erythema Chronicum Migrans,0
Retinal Dysplasia,24
Choroideremia,3
Gyrate Atrophy,2
"Eye Injuries, Penetrating",0
Iris Neoplasms,0
"Glaucoma, Angle-Closure",0
Ocular Hypotension,0
Eye Infections,140
"Eye Infections, Bacterial",8
"Substance Abuse, Intravenous",3
"Eye Infections, Fungal",3
"Eye Infections, Parasitic",0
Acanthamoeba Keratitis,0
Langer-Giedion Syndrome,1
"Onchocerciasis, Ocular",0
"Eye Infections, Viral",124
"Uveitis, Suppurative",0
Osteochondroma,1
Cochlear Diseases,0
Ocular Motility Disorders,22
Vestibular Diseases,39
"Chondromatosis, Synovial",0
Oculomotor Nerve Diseases,0
Enophthalmos,0
Tonic Pupil,0
Anisometropia,0
Retinal Neovascularization,11
Choroid Diseases,13
Iridocyclitis,0
Panuveitis,46
"Uveitis, Posterior",7
"Uveitis, Intermediate",0
Pars Planitis,0
Anisocoria,0
Miosis,0
Mydriasis,0
"Retinal Necrosis Syndrome, Acute",0
Urinary Retention,0
"Blood Loss, Surgical",0
"Pleural Effusion, Malignant",5
Arachnoid Cysts,1
Simian Acquired Immunodeficiency Syndrome,30
Gerstmann-Straussler-Scheinker Disease,0
Spinal Fractures,0
Oligohydramnios,0
Epidermolysis Bullosa Acquisita,0
Epidermolysis Bullosa Dystrophica,9
"Epidermolysis Bullosa, Junctional",1
Epidermolysis Bullosa Simplex,1
Sjogren-Larsson Syndrome,14
Ichthyosis Vulgaris,1
"Ichthyosiform Erythroderma, Congenital",22
"Ichthyosis, X-Linked",12
"Albinism, Oculocutaneous",12
Piebaldism,5
"Albinism, Ocular",1
Heart Valve Prolapse,0
Spinal Dysraphism,4
Spina Bifida Occulta,2
Spina Bifida Cystica,0
Holoprosencephaly,1
Digestive System Fistula,1
Oral Fistula,0
Respiratory Tract Fistula,1
