"Diease_TreeNumber","Disease_Mesh_Heading","Disease_Count"
"C11.710.800","Tonic Pupil","0"
"C23.550.589.500.725","Retinal Neovascularization","11"
"C11.941.879.780.880.400","Iridocyclitis","0"
"C11.941.879.780.900.300.659","Pars Planitis","0"
"C11.710.090","Anisocoria","0"
"C11.710.528","Miosis","0"
"C13.351.968.934.880","Urinary Retention","0"
"C23.550.505.300","Blood Loss, Surgical","0"
"C08.528.652.700","Pleural Effusion, Malignant","5"
"C04.588.614.250.387.100","Arachnoid Cysts","1"
"C02.839.850","Simian Acquired Immunodeficiency Syndrome","30"
"C10.574.500.425","Gerstmann-Straussler-Scheinker Disease","0"
"C26.404.812","Spinal Fractures","0"
"C17.800.804.493.080","Epidermolysis Bullosa Acquisita","0"
"C16.320.850.275.160","Epidermolysis Bullosa Dystrophica","9"
"C16.320.850.275.170","Epidermolysis Bullosa, Junctional","1"
"C16.320.850.275.180","Epidermolysis Bullosa Simplex","1"
"C16.320.565.398.641.723","Sjogren-Larsson Syndrome","14"
"C16.320.850.405","Ichthyosis Vulgaris","1"
"C16.320.850.400","Ichthyosiform Erythroderma, Congenital","22"
"C16.320.322.241","Ichthyosis, X-Linked","12"
"C16.320.290.040.100","Albinism, Oculocutaneous","12"
"C16.320.565.100.102.600","Piebaldism","5"
"C16.320.290.040.090","Albinism, Ocular","1"
"C16.131.666.680.800","Spinal Dysraphism","4"
"C16.131.666.680.800.750","Spina Bifida Occulta","2"
"C16.131.666.680.800.730","Spina Bifida Cystica","0"
"C10.500.034.875","Holoprosencephaly","1"
"C23.300.575.185","Digestive System Fistula","1"
"C23.300.575.500","Oral Fistula","0"
"C23.300.575.687","Respiratory Tract Fistula","1"
"C14.907.933","Vascular Fistula","0"
"C14.280.123.875.940.349","Accelerated Idioventricular Rhythm","0"
"C14.280.123.875.940.700","Torsades de Pointes","2"
"C02.839.400","Feline Acquired Immunodeficiency Syndrome","0"
"C02.839.900","Visna","0"
"C02.928.650","Murine Acquired Immunodeficiency Syndrome","15"
"C05.651.534.750","Postpoliomyelitis Syndrome","0"
"C02.800.801.400.072","AIDS-Associated Nephropathy","7"
"C07.465.714.354.500","Alveolar Bone Loss","11"
"C07.793.870","Tooth Loss","9"
"C15.604.515.569.480.150","Lymphoma, B-Cell","595"
"C15.604.515.569.480.750","Lymphoma, T-Cell","154"
"C15.604.515.569.480.493","Lymphoma, Large-Cell, Immunoblastic","1"
"C15.604.515.569.480.150.585","Lymphoma, Large B-Cell, Diffuse","239"
"C15.604.515.569.480.750.800","Lymphoma, T-Cell, Cutaneous","57"
"C15.604.515.569.480.750.825","Lymphoma, T-Cell, Peripheral","21"
"C23.550.767.868","Prosthesis-Related Infections","1"
"C17.800.550.380","Granuloma Annulare","0"
"C18.452.648.595","Lysosomal Storage Diseases","112"
"C01.703.492.625","Fungemia","2"
"C01.539.757.100","Bacteremia","22"
"C19.391.630.642","Ovarian Hyperstimulation Syndrome","2"
"C10.668.467","Motor Neuron Disease","149"
"C15.604.515.569.480.150.450","Lymphoma, AIDS-Related","8"
"C26.915.300.450","Head Injuries, Closed","6"
"C17.800.827.700","Pemphigus, Benign Familial","1"
"C18.452.284.800","Severe Combined Immunodeficiency","12"
"C04.557.580.600.580.590.655","Neurofibromatosis 2","26"
"C17.800.893.592.450","Foot Ulcer","9"
"C16.320.322.500.750","Mucopolysaccharidosis II","2"
"C23.888.176","Cardiac Output, High","0"
"C16.320.565.189.435.825.300.400","Gangliosidosis, GM1","2"
"C16.320.565.595.600.675","Mucopolysaccharidosis VII","0"
"C10.551.240","Central Nervous System Neoplasms","1264"
"C10.228.140.211.280.300","Choroid Plexus Neoplasms","11"
"C15.378.140.855.925.750.600","Purpura, Thrombocytopenic, Idiopathic","11"
"C11.338.190","Blepharophimosis","0"
"C04.557.337.385","Leukemia, Feline","0"
"C04.557.337.100","Enzootic Bovine Leukosis","1"
"C13.351.500.894.906.800","Vaginosis, Bacterial","2"
"C10.668.491.050","Eosinophilia-Myalgia Syndrome","1"
"C04.588.443.915.800","Thyroid Nodule","7"
"C18.452.394.750.448","Diabetes, Gestational","18"
"C10.574.843.300","Encephalopathy, Bovine Spongiform","1"
"C19.391.630.750","Primary Ovarian Insufficiency","7"
"C14.907.253.560.200.200","Cerebral Amyloid Angiopathy","1"
"C23.300.415.625.900","Zenker Diverticulum","0"
"C07.465.299.750","Herpes Zoster Oticus","0"
"C05.799.114.870","Still's Disease, Adult-Onset","1"
"C04.651.435.500","Proteus Syndrome","0"
"C01.539.830.305.310","Empyema, Pleural","0"
"C02.825.260","Erythema Infectiosum","2"
"C06.552.150.125","Alagille Syndrome","6"
"C10.228.854.790","Stiff-Person Syndrome","5"
"C02.782.455","Hepatitis E","37"
"C23.550.260.322.250","Death, Sudden, Cardiac","1"
"C22.180.440","Feline Infectious Peritonitis","0"
"C06.198.184.500","Caroli Disease","0"
"C03.858.560.400","Leishmaniasis, Cutaneous","12"
"C03.858.560.400.350","Leishmaniasis, Diffuse Cutaneous","2"
"C03.752.049.250","Blastocystis Infections","0"
"C03.752.530.620","Malaria, Cerebral","5"
"C01.539.830.025.160.800","Toxoplasmosis, Cerebral","0"
"C02.325.465","Keratitis, Herpetic","1"
"C01.252.410.040.552.846.570.300","Tuberculoma, Intracranial","0"
"C16.320.700.600","Li-Fraumeni Syndrome","9"
"C01.252.400.825.200","Ehrlichiosis","1"
"C15.378.147.780.750","POEMS Syndrome","0"
"C18.452.394.750.535","Diabetic Ketoacidosis","1"
"C20.111.750","Polyendocrinopathies, Autoimmune","7"
"C13.351.500.852.762.200","Endometrial Neoplasms","131"
"C13.351.968.419.403.875.500","Polycystic Kidney, Autosomal Dominant","7"
"C14.907.137.230","Carotid Stenosis","6"
"C01.252.825.150","Angiomatosis, Bacillary","0"
"C05.116.900.853.625.800.637","Arthritis, Reactive","1"
"C01.703.248.290","Meningitis, Cryptococcal","0"
"C10.228.228.180.500","Meningitis, Bacterial","96"
"C10.228.228.198.500","Meningitis, Fungal","0"
"C10.228.140.490.493.188","Epilepsy, Frontal Lobe","0"
"C23.888.592.742.785.260","Epilepsia Partialis Continua","0"
"C13.703.575","Phenylketonuria, Maternal","4"
"C11.338.300","Chalazion","1"
"C13.351.968.419.403.875.510","Polycystic Kidney, Autosomal Recessive","0"
"C15.378.420.826.100","alpha-Thalassemia","7"
"C15.378.420.826.150","beta-Thalassemia","11"
"C02.597.050","AIDS-Related Opportunistic Infections","1"
"C06.405.469.158.188.115","Colitis, Ischemic","0"
"C17.800.827.738","Porphyria, Erythropoietic","5"
"C16.320.850.742","Porphyrias, Hepatic","17"
"C10.574.843","Prion Diseases","23"
"C20.673.430.500","IgA Deficiency","0"
"C20.673.430.750","IgG Deficiency","2"
"C10.720.075","Akathisia, Drug-Induced","0"
"C16.320.850.742.150","Porphyria, Acute Intermittent","12"
"C16.320.850.742.250","Porphyria Cutanea Tarda","2"
"C16.320.850.742.437","Porphyria, Hepatoerythropoietic","0"
"C03.432.060","Anisakiasis","0"
"C14.280.123.875.940","Tachycardia, Ventricular","2"
"C01.539.800.720","Skin Diseases, Bacterial","5"
"C17.800.838.790","Skin Diseases, Viral","50"
"C14.907.585","Myocardial Ischemia","223"
"C16.131.077.095","Angelman Syndrome","73"
"C10.228.140.163.540","Mitochondrial Encephalomyopathies","9"
"C10.668.491.500","Mitochondrial Myopathies","18"
"C10.228.140.163.100.535","MELAS Syndrome","7"
"C10.228.140.163.100.545","MERRF Syndrome","1"
"C10.292.562.750.250","Ophthalmoplegia, Chronic Progressive External","6"
"C04.700.631","Neurofibromatoses","51"
"C23.550.727.645.500","Leukemic Infiltration","2"
"C05.651.243","Craniomandibular Disorders","1"
"C02.081.885","Tick-Borne Diseases","24"
"C10.668.491.562.575","Polymyositis","16"
"C23.300.775.250.400","Hypertrophy, Left Ventricular","3"
"C23.300.775.250.401","Hypertrophy, Right Ventricular","1"
"C13.351.875.253.096.750","Kallmann Syndrome","1"
"C23.550.355.274.505","Cicatrix, Hypertrophic","0"
"C17.800.550","Necrobiotic Disorders","0"
"C17.800.815.255.100","Dermatitis, Allergic Contact","10"
"C17.800.815.255.400","Dermatitis, Irritant","2"
"C17.800.600.325","Dermatitis, Photoallergic","0"
"C17.800.600.335","Dermatitis, Phototoxic","0"
"C16.320.850.400.375","Hyperkeratosis, Epidermolytic","0"
"C16.320.850.400.410","Ichthyosis, Lamellar","1"
"C01.539.800.720.420","Hidradenitis Suppurativa","5"
"C17.800.428.750","Porokeratosis","1"
"C17.800.862.675","Pyoderma Gangrenosum","1"
"C17.800.859.575.650","Pityriasis Lichenoides","0"
"C14.907.109.139.075","Aortic Aneurysm, Abdominal","9"
"C14.907.109.139.125","Aortic Aneurysm, Thoracic","5"
"C23.550.767.775","Postcholecystectomy Syndrome","0"
"C08.381.520.734","Radiation Pneumonitis","0"
"C15.604.515.827.725","Sarcoidosis, Pulmonary","17"
"C14.907.585.187.575","Microvascular Angina","7"
"C23.550.073.670","Parasystole","0"
"C23.300.575.150","Cutaneous Fistula","0"
"C12.706.316.090.750","Hyperandrogenism","5"
"C10.314.500","Myelinolysis, Central Pontine","0"
"C04.557.580.625","Neuroectodermal Tumors","2676"
"C04.557.580.625.630","Neuroectodermal Tumor, Melanotic","3"
"C04.588.945.947.535.585.950","WAGR Syndrome","0"
"C14.907.617.812.500","CREST Syndrome","3"
"C17.800.859.475.560.397","Lichen Planus, Oral","9"
"C23.888.582","Myocardial Stunning","2"
"C16.131.621.585.600","Polydactyly","1"
"C10.668.491.550.290","Myopathies, Nemaline","0"
"C07.550.781.625","Retropharyngeal Abscess","0"
"C17.800.893.592.450.200","Diabetic Foot","9"
"C02.325.270","Cytomegalovirus Retinitis","0"
"C15.604.515.569.480.750.600","Lymphoma, Large-Cell, Anaplastic","24"
"C15.604.515.569.480.750.800.528","Lymphomatoid Papulosis","1"
"C04.588.443.591.545.500","Leukoplakia, Hairy","0"
"C10.668.829.550.925","Ulnar Nerve Compression Syndromes","0"
"C18.452.845.500.050","Amyloid Neuropathies","8"
"C05.116.070.265","Bone Cysts, Aneurysmal","0"
"C10.228.140.695.625.375","Canavan Disease","1"
"C10.228.140.252.700.700.500","Machado-Joseph Disease","3"
"C16.131.621.585","Limb Deformities, Congenital","219"
"C23.550.751.500","Ossification of Posterior Longitudinal Ligament","6"
"C26.017.680.500","Splenosis","0"
"C26.930","Tympanic Membrane Perforation","0"
"C07.793.700.600","Odontodysplasia","3"
"C04.557.450.692.500","Lymphangioleiomyomatosis","7"
"C04.557.450.795.135","Adenosarcoma","1"
"C04.557.470.200.150","Carcinoma, Adenosquamous","8"
"C04.557.450.795.530","Mixed Tumor, Mesodermal","4"
"C04.588.945.947.535.790","Nephroma, Mesoblastic","3"
"C04.588.894.797.520.867","Pulmonary Blastoma","4"
"C04.557.450.795.332.500","Sarcoma, Endometrial Stromal","7"
"C04.557.450.692.249","Angiomyolipoma","4"
"C04.557.450.795.465.425","Liposarcoma, Myxoid","17"
"C04.557.450.795.300.280","Chondrosarcoma, Mesenchymal","0"
"C04.557.450.565.575.420","Giant Cell Tumor of Bone","2"
"C04.557.450.565.590.340.360","Fibroma, Ossifying","1"
"C05.116.099.708.670.615","Osteochondromatosis","1"
"C04.557.450.795.620.655","Osteosarcoma, Juxtacortical","0"
"C04.557.450.795.350.320","Dermatofibrosarcoma","2"
"C04.557.470.625","Neoplasms, Fibroepithelial","12"
"C04.557.470.625.350","Fibroadenoma","6"
"C04.557.450.795.800","Sarcoma, Clear Cell","7"
"C04.557.450.795.870","Sarcoma, Small Cell","0"
"C04.557.450.795.550.660.665","Rhabdomyosarcoma, Alveolar","26"
"C04.557.450.795.550.660.675","Rhabdomyosarcoma, Embryonal","9"
"C04.557.450.795.775","Sarcoma, Alveolar Soft Part","6"
"C04.557.475.395","Gonadoblastoma","0"
"C04.557.470.670.590.650","Neuroectodermal Tumors, Primitive, Peripheral","440"
"C04.557.470.670.590","Neuroectodermal Tumors, Primitive","578"
"C04.557.470.200.025.455.875","Trophoblastic Tumor, Placental Site","1"
"C19.053.098.265.500","Adrenocortical Adenoma","16"
"C04.588.274.623.040","Adenoma, Liver Cell","5"
"C04.557.470.550.175.125","Acrospiroma","0"
"C04.557.470.550.175.375","Hidrocystoma","0"
"C04.557.470.550.175.800","Syringoma","0"
"C04.557.470.660.200","Adenomatoid Tumor","0"
"C04.557.470.660.510.515","Mesothelioma, Cystic","0"
"C04.557.470.200.025.085.225","Carcinoma, Papillary, Follicular","0"
"C04.557.470.550.105","Adenocarcinoma, Sebaceous","0"
"C04.588.322.078.265.750","Adrenocortical Carcinoma","39"
"C04.588.945.418.948.585.124","Carcinoma, Endometrioid","27"
"C04.557.470.615.132.500","Carcinoma, Ductal, Breast","162"
"C04.588.274.761.500","Carcinoma, Islet Cell","6"
"C04.557.470.615.305","Carcinoma, Lobular","47"
"C04.557.470.200.025.370.315","Carcinoma, Medullary","9"
"C04.557.470.590.340","Carcinoma, Mucoepidermoid","12"
"C04.557.470.200.025.370","Carcinoma, Neuroendocrine","62"
"C04.557.470.590.415","Carcinoma, Signet Ring Cell","4"
"C04.557.470.550.420","Carcinoma, Skin Appendage","0"
"C04.557.470.590.480.225","Cystadenocarcinoma, Mucinous","0"
"C04.557.470.590.480.230","Cystadenocarcinoma, Papillary","3"
"C04.557.470.590.480.240","Cystadenocarcinoma, Serous","71"
"C04.557.470.700.450","Carcinoma, Verrucous","0"
"C04.557.470.590.485.225","Cystadenoma, Mucinous","2"
"C04.557.470.590.485.230","Cystadenoma, Papillary","0"
"C04.557.470.590.485.240","Cystadenoma, Serous","28"
"C04.557.470.670","Neoplasms, Neuroepithelial","1689"
"C04.557.470.670.380.350","Ganglioglioma","0"
"C04.557.470.670.590.650.550.150","Esthesioneuroblastoma, Olfactory","3"
"C04.557.470.670.590.650.550.300","Ganglioneuroblastoma","3"
"C04.557.470.670.580","Neurocytoma","1"
"C04.588.322.455.648","Sertoli-Leydig Cell Tumor","1"
"C04.588.322.455.464","Luteoma","0"
"C04.557.470.670.380.290.390","Glioma, Subependymal","1"
"C04.557.470.670.380.400","Gliosarcoma","6"
"C10.551.775.500","Nerve Sheath Neoplasms","78"
"C10.551.775.500.750.500","Neurofibroma, Plexiform","3"
"C04.557.450.795.350.590","Neurofibrosarcoma","1"
"C04.557.580.600.625","Neurothekeoma","0"
"C04.557.580.625.650.510.385","Hutchinson's Melanotic Freckle","0"
"C04.557.580.625.650.510.515","Melanoma, Amelanotic","6"
"C04.557.695.605","Odontogenic Cyst, Calcifying","0"
"C20.673.627.800","T-Lymphocytopenia, Idiopathic CD4-Positive","0"
"C04.557.580.625.650","Neuroendocrine Tumors","1008"
"C23.550.727.700","Neoplasm, Residual","82"
"C20.543.520.910","Vasculitis, Leukocytoclastic, Cutaneous","0"
"C16.131.240","Cardiovascular Abnormalities","146"
"C23.550.210.430","Isochromosomes","0"
"C08.381.677.540","Pneumonia, Bacterial","18"
"C17.800.428.260.300","Cholesteatoma, Middle Ear","2"
"C23.888.592.636.637.300","Brown-Sequard Syndrome","0"
"C14.907.617.249","Blue Toe Syndrome","0"
"C15.604.515.569.480.150.570","Lymphoma, B-Cell, Marginal Zone","54"
"C15.378.147.890","Protein S Deficiency","3"
"C10.597.606.358.800.400","Persistent Vegetative State","0"
"C23.888.592.350.400","Hypokinesia","0"
"C18.452.104.247","Bone Demineralization, Pathologic","0"
"C13.351.968.419.135.500","Diabetes Insipidus, Nephrogenic","0"
"C23.550.470.790.500.580","Parasitemia","6"
"C08.381.483.487.249","Cryptogenic Organizing Pneumonia","0"
"C17.800.090.500.260","Breast Neoplasms, Male","10"
"C23.888.592.636.263","Gastroparesis","1"
"C14.280.484.640","Pulmonary Atresia","1"
"C14.280.400.625","Hypoplastic Left Heart Syndrome","3"
"C16.131.850","Stomatognathic System Abnormalities","25"
"C26.900","Tooth Injuries","13"
"C23.550.835.900","Systemic Inflammatory Response Syndrome","0"
"C04.651.600.500","Multiple Endocrine Neoplasia Type 1","10"
"C23.888.592.612.094","Arthralgia","6"
"C21.223.500","Multiple Chemical Sensitivity","0"
"C14.280.400.920","Tricuspid Atresia","0"
"C02.290","Encephalitis, Viral","58"
"C18.452.565.100","Anemia, Iron-Deficiency","6"
"C08.618.846.450","Hantavirus Pulmonary Syndrome","0"
"C23.550.470.790.500","Sepsis","101"
"C04.651.600.505","Multiple Endocrine Neoplasia Type 2a","1"
"C04.651.600.510","Multiple Endocrine Neoplasia Type 2b","0"
"C04.619.230","Carcinoma, Lewis Lung","39"
"C13.351.968.829.495.500","Cystitis, Interstitial","8"
"C14.907.253.774","Sneddon Syndrome","0"
"C21.223","Environmental Illness","2"
"C21.223.750","Sick Building Syndrome","0"
"C14.280.123.375.500","Ventricular Premature Complexes","4"
"C14.280.123.375.250","Atrial Premature Complexes","0"
"C23.888.592.604.150.500.800.100.111","Aphasia, Conduction","6"
"C10.597.606.150.500.800.100.155","Aphasia, Primary Progressive","1"
"C18.452.648.663","Peroxisomal Disorders","18"
"C16.320.565.663.265","Chondrodysplasia Punctata, Rhizomelic","0"
"C10.597.613.593","Muscle Weakness","10"
"C11.640.643","Optic Neuropathy, Ischemic","0"
"C12.294.229","Fournier Gangrene","0"
"C10.668.491.562.500","Myositis, Inclusion Body","4"
"C14.280.484.150.535.960","Williams Syndrome","29"
"C18.452.648.202.125","Congenital Disorders of Glycosylation","1"
"C05.651.494","Muscle Neoplasms","13"
"C14.907.936","Vascular Neoplasms","4"
"C15.378.190.250","Bone Marrow Neoplasms","30"
"C02.800.801.400.480","HIV Enteropathy","1"
"C23.888.885.250","Cafe-au-Lait Spots","0"
"C16.320.565.398.850","Smith-Lemli-Opitz Syndrome","1"
"C23.550.767.850","Postoperative Hemorrhage","0"
"C05.321.550","Fasciitis, Necrotizing","0"
"C02.782.580.250.400","Hemorrhagic Fever, Ebola","22"
"C02.800.801.400.520","HIV Wasting Syndrome","1"
"C16.131.260.090","Branchio-Oto-Renal Syndrome","8"
"C18.654.940","Wasting Syndrome","14"
"C05.116.231.754.829","Skull Base Neoplasms","2"
"C18.452.584.750.975","Xanthomatosis, Cerebrotendinous","3"
"C10.228.140.490.493.250","Epilepsy, Rolandic","2"
"C23.550.414.960","Retrobulbar Hemorrhage","0"
"C22.905.700","Porcine Reproductive and Respiratory Syndrome","0"
"C15.378.400","Hematologic Neoplasms","245"
"C17.800.804.675","Port-Wine Stain","0"
"C01.539.861.375","Endotoxemia","18"
"C06.405.469.326.875.500","Pouchitis","3"
"C10.597.606.358.800.600.500","Syncope, Vasovagal","0"
"C16.131.621.207","Craniofacial Abnormalities","100"
"C25.775.100.087.730","Pancreatitis, Alcoholic","0"
"C26.803.500","Shoulder Impingement Syndrome","0"
"C17.800.271.250","Dermatitis, Perioral","0"
"C10.597.613.750.400","Hemifacial Spasm","0"
"C14.280.238.028","Arrhythmogenic Right Ventricular Dysplasia","3"
"C11.319.475","Retinal Neoplasms","121"
"C04.588.614.596.240.240","Optic Nerve Neoplasms","30"
"C11.966.075.250","Blindness, Cortical","0"
"C10.228.140.079.612","Multiple System Atrophy","11"
"C02.782.350.250.214.200","Severe Dengue","13"
"C13.703.420.814","Uterine Inversion","0"
"C20.111.567","Hepatitis, Autoimmune","2"
"C02.440.435.100","Hepatitis B, Chronic","38"
"C02.782.350.350.120","Hepatitis C, Chronic","60"
"C02.782.450.100","Hepatitis D, Chronic","0"
"C07.650.500","Maxillofacial Abnormalities","16"
"C10.228.140.252.500","Miller Fisher Syndrome","1"
"C12.777.419.570.363.304","Anti-Glomerular Basement Membrane Disease","0"
"C16.320.322.108","Dyskeratosis Congenita","9"
"C08.381.112","alpha 1-Antitrypsin Deficiency","3"
"C23.888.592.604","Neurobehavioral Manifestations","494"
"C15.378.100.141.036","Activated Protein C Resistance","2"
"C03.335.190.902.185.550","Neurocysticercosis","0"
"C02.928.313","Epstein-Barr Virus Infections","322"
"C23.300.707.984","Rectocele","0"
"C08.381.385","Hepatopulmonary Syndrome","1"
"C23.888.592.612.094.700","Shoulder Pain","0"
"C23.550.470.448","Neurogenic Inflammation","1"
"C18.452.603.378","Hyperhomocysteinemia","6"
"C16.131.621.417","Gastroschisis","12"
"C16.320.565.189.435","Lysosomal Storage Diseases, Nervous System","97"
"C15.378.463.515","Hemostatic Disorders","459"
"C16.320.565.189.435.825.300.300","Gangliosidoses, GM2","8"
"C10.228.140.300.100","Basal Ganglia Cerebrovascular Disease","6"
"C10.228.140.300.100.200","Basal Ganglia Hemorrhage","0"
"C10.228.140.300.100.200.500","Putaminal Hemorrhage","0"
"C25.723.522.813","Manganese Poisoning","0"
"C10.228.662.262.249.500","Chorea Gravidarum","0"
"C15.378.147.880","Protein C Deficiency","18"
"C15.378.147.150","Antithrombin III Deficiency","0"
"C18.452.648.151","Amino Acid Transport Disorders, Inborn","13"
"C16.320.565.100.477","Hyperglycinemia, Nonketotic","2"
"C16.320.565.100.940.374","Citrullinemia","4"
"C16.320.565.100.940.500","Hyperargininemia","1"
"C16.320.322.828","Ornithine Carbamoyltransferase Deficiency Disease","0"
"C16.320.565.100.940.249","Carbamoyl-Phosphate Synthase I Deficiency Disease","1"
"C16.320.565.100.544","Hyperlysinemias","0"
"C16.320.565.100.880","Tyrosinemias","1"
"C10.886.425.200","Sleep Disorders, Circadian Rhythm","36"
"C10.886.425.200.500","Jet Lag Syndrome","0"
"C10.886.425.800.750.850","Sleep Apnea, Obstructive","6"
"C10.886.425.800.750.800","Sleep Apnea, Central","0"
"C10.886.659.637","Sleep Bruxism","0"
"C10.886.659.618","Nocturnal Myoclonus Syndrome","0"
"C10.228.140.490.493.063.670","Myoclonic Epilepsy, Juvenile","0"
"C10.228.140.490.493.063.650","Myoclonic Epilepsies, Progressive","9"
"C10.228.140.490.493.063.650.500","Lafora Disease","5"
"C10.228.140.490.493.063.650.900","Unverricht-Lundborg Syndrome","0"
"C26.915","Trauma, Nervous System","42"
"C26.915.300.475","Head Injuries, Penetrating","0"
"C10.900.300.837","Intracranial Hemorrhage, Traumatic","0"
"C10.900.300.837.600.050","Hematoma, Subdural, Acute","0"
"C10.900.300.837.600.120","Hematoma, Subdural, Chronic","0"
"C10.228.140.300.535.450.200","Brain Hemorrhage, Traumatic","0"
"C10.228.140.300.535.200.200","Cerebral Hemorrhage, Traumatic","0"
"C10.228.140.300.535.450.200.500","Brain Stem Hemorrhage, Traumatic","0"
"C26.404.750.890","Skull Fracture, Depressed","0"
"C26.404.750.821","Skull Fracture, Basilar","0"
"C10.228.140.300.535.800.700","Subarachnoid Hemorrhage, Traumatic","0"
"C10.900.300.175","Coma, Post-Head Injury","0"
"C10.228.140.199.500","Brain Injury, Chronic","1"
"C10.900.300.218","Cranial Nerve Injuries","1"
"C10.900.850.625","Central Cord Syndrome","0"
"C10.900.850.250","Autonomic Dysreflexia","0"
"C10.228.140.300.350.500","Carotid Artery Injuries","2"
"C10.900.250","Cerebrovascular Trauma","2"
"C10.228.140.300.350.500.300","Carotid Artery, Internal, Dissection","0"
"C10.228.140.300.350.500.350","Carotid-Cavernous Sinus Fistula","0"
"C10.900.250.650","Vertebral Artery Dissection","0"
"C10.292.200.500","Facial Nerve Injuries","1"
"C10.292.700.475","Optic Nerve Injuries","0"
"C10.292.200.200","Abducens Nerve Injury","0"
"C14.907.253.566.350.500.750","Sagittal Sinus Thrombosis","0"
"C14.907.253.566.350.500.375","Cavernous Sinus Thrombosis","0"
"C14.907.253.566.350.500.562","Lateral Sinus Thrombosis","0"
"C23.888.592.413","Gait Disorders, Neurologic","4"
"C10.597.404.450","Gait Ataxia","0"
"C10.597.606.881.350.600","Gait Apraxia","0"
"C10.597.606.525.100.800","Amnesia, Transient Global","0"
"C23.888.592.604.150.500.300.200.100","Alexia, Pure","0"
"C23.888.592.604.764.100.650","Prosopagnosia","0"
"C23.888.592.604.882.350.200","Apraxia, Ideomotor","0"
"C02.182.525.450.300","Encephalomyelitis, Western Equine","2"
"C02.290.450.200","Encephalomyelitis, Eastern Equine","0"
"C10.228.140.300.510.200.325","Infarction, Anterior Cerebral Artery","2"
"C10.228.140.300.510.200.387","Infarction, Middle Cerebral Artery","8"
"C23.888.821.712.700","Postoperative Nausea and Vomiting","0"
"C14.907.075.280","Gastric Antral Vascular Ectasia","0"
"C23.550.589.500.145","Choroidal Neovascularization","2"
"C25.723.705","Neurotoxicity Syndromes","39"
"C25.723.098","Arsenic Poisoning","10"
"C25.723.522.875.500","Mercury Poisoning, Nervous System","0"
"C25.723.522.750.500","Lead Poisoning, Nervous System","0"
"C25.723.522.750.500.700","Lead Poisoning, Nervous System, Childhood","0"
"C25.723.522.750.500.400","Lead Poisoning, Nervous System, Adult","0"
"C10.228.662.600.700.250","MPTP Poisoning","1"
"C25.723.705.150","Alcohol-Induced Disorders, Nervous System","2"
"C10.720.112.400","Alcoholic Neuropathy","1"
"C10.720.112.300","Alcohol Withdrawal Seizures","0"
"C16.320.400","Heredodegenerative Disorders, Nervous System","508"
"C20.111.258","Autoimmune Diseases of the Nervous System","315"
"C10.314.750.450","Guillain-Barre Syndrome","8"
"C10.314.750.700","Polyradiculoneuropathy, Chronic Inflammatory Demyelinating","5"
"C10.228.140.695.562","Demyelinating Autoimmune Diseases, CNS","226"
"C10.228.140.695.625","Hereditary Central Nervous System Demyelinating Diseases","29"
"C10.228.140.211.280.300.500","Papilloma, Choroid Plexus","3"
"C10.228.140.300.850","Vasculitis, Central Nervous System","50"
"C16.320.590","Myasthenic Syndromes, Congenital","0"
"C10.228.140.211.500.100","Brain Stem Neoplasms","30"
"C14.907.253.573.350","Intracranial Hemorrhage, Hypertensive","0"
"C14.907.253.573","Intracranial Hemorrhages","14"
"C14.907.253.951","Vasospasm, Intracranial","1"
"C10.228.228.180.850","Tuberculosis, Central Nervous System","86"
"C10.228.228.198","Central Nervous System Fungal Infections","0"
"C23.888.592.350.700","Tics","8"
"C23.888.592.604.529.100.075","Amnesia, Anterograde","0"
"C07.465.094","Bell Palsy","0"
"C10.292.319.825","Mobius Syndrome","0"
"C11.590.905","Tolosa-Hunt Syndrome","0"
"C23.888.592.643.500","Paraparesis","8"
"C23.888.592.643.500.500","Paraparesis, Spastic","7"
"C10.292.910.850","Vestibular Neuronitis","0"
"C04.557.470.670.380.795","Optic Nerve Glioma","0"
"C06.405.469.363.700","Enterocolitis, Necrotizing","3"
"C04.730.856","Paraneoplastic Syndromes, Nervous System","3"
"C04.730.856.650","Paraneoplastic Cerebellar Degeneration","1"
"C04.730.856.437","Limbic Encephalitis","0"
"C04.730.856.700","Paraneoplastic Polyneuropathy","0"
"C05.799.613.500","Osteoarthritis, Knee","17"
"C10.228.140.695.625.775","Pelizaeus-Merzbacher Disease","8"
"C23.888.592.608.650","Myokymia","0"
"C10.668.829.425","Isaacs Syndrome","0"
"C10.668.491.175.500.300","Muscular Dystrophy, Duchenne","31"
"C10.668.491.175.500.350","Muscular Dystrophy, Emery-Dreifuss","2"
"C10.668.491.175.500.400","Muscular Dystrophy, Facioscapulohumeral","26"
"C11.590.400.300","Nystagmus, Congenital","2"
"C10.668.829.550.925.200","Cubital Tunnel Syndrome","0"
"C10.292.319.625.700","Trigeminal Nerve Diseases","0"
"C10.668.491.550.300","Myopathy, Central Core","7"
"C10.668.491.650.600","Paralysis, Hyperkalemic Periodic","0"
"C10.668.491.650.450","Hypokalemic Periodic Paralysis","0"
"C10.228.140.300.775.200","Brain Infarction","27"
"C14.907.253.855","Stroke","44"
"C15.604.515.569.480.525","Lymphoma, Mantle-Cell","83"
"C10.228.140.300.775.200.100","Brain Stem Infarctions","0"
"C10.314.350.500.200","Multiple Sclerosis, Chronic Progressive","8"
"C10.314.350.500.600","Multiple Sclerosis, Relapsing-Remitting","32"
